drive/negative-public/IMG_2901.JPG 18.4208
drive/negative-public/IMG_2399.JPG 0
"drive/negative-public/Screen Shot 2017-08-03 at 12.09.03.png" 25.3552    
drive/negative-public/IMG_0505.JPG 19.2058
drive/negative-public/IMG_2837.JPG 36.3754
drive/negative-public/IMG_1997.JPG 5.20467
drive/negative-public/IMG_3464.JPG 10.0467
drive/negative-public/IMG_3003.JPG 2.99497
drive/negative-public/IMG_0550.JPG 19.0021
drive/negative-public/IMG_3376.JPG 25.8193
drive/negative-public/IMG_3250.JPG 100
drive/negative-public/IMG_3472.JPG 0
drive/negative-public/IMG_0644.JPG 48.0097
drive/negative-public/IMG_0641.JPG 5.5711
drive/negative-public/IMG_3226.JPG 23.8317
drive/negative-public/IMG_3004.JPG 30.6543
drive/negative-public/IMG_3124.JPG 53.6221
drive/negative-public/IMG_1922.JPG 62.7526
drive/negative-public/IMG_3217.JPG 30.4407
drive/positive-public/IMG_20170803_095706533.jpg 91.9519
drive/positive-public/IMG_3616.JPG 65.7318
drive/positive-public/IMG_3619.JPG 94.1941
drive/positive-public/IMG_3664.JPG 83.181
drive/positive-public/IMG_3655.JPG 77.3141
drive/positive-public/IMG_3643.JPG 100
drive/positive-public/IMG_3622.JPG 78.6132
drive/positive-public/IMG_3649.JPG 100
drive/positive-public/IMG_3629.JPG 42.5383
drive/positive-public/IMG_3607.JPG 36.8029
drive/positive-public/IMG_20170803_095348195.jpg 75.5846
drive/positive-public/IMG_3666.JPG 100
drive/positive-public/IMG_3635.JPG 89.8915
"drive/positive-public/IMG_3670 2.JPG" 29.9649 
drive/positive-public/IMG_20170803_095220018_HDR.jpg 100
drive/positive-public/IMG_3611.JPG 82.7006
drive/positive-public/IMG_3659.JPG 89.0259
drive/positive-public/IMG_20170803_095312671.jpg 94.7368
drive/positive-public/IMG_20170803_095301974.jpg 100
drive/positive-public/IMG_20170803_095233546_HDR.jpg 96.349
drive/positive-public/IMG_20170803_095143089.jpg 60.5668
